Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording173	kaije	Kaije_trials-79-81	grey_screen	1	grey_screen	whole_screen	5129	103613	3934	437	104	996	9	0	996	whole_screen		3,87187	4906	4906	4906	4906	1	0	4906	4906	2				
Recording173	kaije	Kaije_trials-79-81	grey_screen	2	grey_screen	whole_screen	4779	120964	3946	219	43	837	18	0	837	whole_screen	whole_screen	3,78542	4779	4779	4779	4779	1	0	4779	4779	9				
Recording173	kaije	Kaije_trials-79-81	grey_screen	3	grey_screen	whole_screen	4513	132288	1181	1181	1181	1181	1	396	1181	whole_screen		3,64855	1181	1181	1181	1181	1	396	1181	1181	0				
Recording173	kaije	Kaije_trials-79-81	h08-dilating	1	h08-dilating	whole_screen	5412	138149	4279	856	112	1378	5	0	1378	whole_screen		3,52395	4538	4538	4538	4538	1	0	4538	4538	1				
Recording173	kaije	Kaije_trials-79-81	h10-constr	1	h10-constr	whole_screen	5645	115319	4895	612	130	2233	8	0	132	whole_screen	whole_screen	3,80028	5645	5645	5645	5645	1	0	5645	5645	3				
Recording173	kaije	Kaije_trials-79-81	Entire Recording	1	b00-dilating,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h08-dilating,h10-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	143775	0	4117	412	73	2546	10	126693	316	whole_screen		3,64961	4682	4682	4682	4682	1	126693	4682	4682	4				
Recording173	kaije	Kaije_trials-79-81	Entire Recording	1	b00-dilating,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h08-dilating,h10-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	143775	0	4279	856	112	1378	5	138149	1378	whole_screen		3,52395	4538	4538	4538	4538	1	138149	4538	4538	1				
Recording173	kaije	Kaije_trials-79-81	Entire Recording	1	b00-dilating,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h08-dilating,h10-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	143775	0	9061	324	43	1181	28	103613	996	whole_screen		3,8068	10867	3622	1181	4906	3	103613	4906	10867	11				
Recording173	kaije	Kaije_trials-79-81	Entire Recording	1	b00-dilating,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h08-dilating,h10-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	143775	0	4895	612	130	2233	8	115319	132	whole_screen		3,80028	5645	5645	5645	5645	1	115319	5645	5645	3				
Recording83	Barney	Barney_trials13-15 	b04-constr	1	b04-constr	whole_screen	5612	231433	0				0						0				0			0	0				
Recording83	Barney	Barney_trials13-15 	d05-dilating	1	d05-dilating	whole_screen	5429	244305	2009	144	67	433	14	12	67	whole_screen	whole_screen	5,17725	5416	5416	5416	5416	1	12	5416	5429	4				
Recording83	Barney	Barney_trials13-15 	d12-dilating	1	d12-dilating	whole_screen	5645	218694	1842	153	68	383	12	0	105	whole_screen		5,51567	4353	4353	4353	4353	1	0	4353	4353	2				
Recording83	Barney	Barney_trials13-15 	grey_screen	1	grey_screen	whole_screen	4596	207820	2371	139	67	433	17	125	133	whole_screen		5,10355	4260	4260	4260	4260	1	125	4260	4276	5				
Recording83	Barney	Barney_trials13-15 	grey_screen	2	grey_screen	whole_screen	4613	224339	0				0						0				0			0	0				
Recording83	Barney	Barney_trials13-15 	grey_screen	3	grey_screen	whole_screen	4513	237045	2741	144	41	566	19	177	135	whole_screen	whole_screen	5,05397	3805	1903	995	2810	2	177	2810	3890	7				
Recording83	Barney	Barney_trials13-15 	Entire Recording	1	b04-constr,Bunny_eating (online-video-cutter.com),d05-dilating,d12-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	249962	0	2009	144	67	433	14	244318	67	whole_screen		5,17725	5416	5416	5416	5416	1	244318	5416	5433	4				
Recording83	Barney	Barney_trials13-15 	Entire Recording	1	b04-constr,Bunny_eating (online-video-cutter.com),d05-dilating,d12-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	249962	0	1842	153	68	383	12	218694	105	whole_screen		5,51567	4353	4353	4353	4353	1	218694	4353	4353	2				
Recording83	Barney	Barney_trials13-15 	Entire Recording	1	b04-constr,Bunny_eating (online-video-cutter.com),d05-dilating,d12-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	249962	0	0				0			whole_screen			0				0			0	0				
Recording83	Barney	Barney_trials13-15 	Entire Recording	1	b04-constr,Bunny_eating (online-video-cutter.com),d05-dilating,d12-dilating,dog_puppy_barking,grey_screen,Kitten meowing to attract cats	whole_screen	249962	0	5112	142	41	566	36	207945	133	whole_screen		5,0772	8065	2688	995	4260	3	207945	4260	8166	12				
Recording112	Noodle	Noodle_trials19-21	b06-dilating	1	b06-dilating	whole_screen	5612	87161	285	95	68	150	3	2560	68	whole_screen		3,77832	302	151	68	234	2	2560	234	335	1				
Recording112	Noodle	Noodle_trials19-21	d04-dilating	1	d04-dilating	whole_screen	5645	70642	2008	251	83	685	8	2417	83	whole_screen		3,06718	2900	2900	2900	2900	1	2417	2900	2900	3				
Recording112	Noodle	Noodle_trials19-21	grey_screen	1	grey_screen	whole_screen	5112	49377	2002	501	182	926	4	0	182	whole_screen	whole_screen	3,64122	2719	906	182	2286	3	0	182	2736	0	2809		959,46	
Recording112	Noodle	Noodle_trials19-21	grey_screen	2	grey_screen	whole_screen	4563	76287	2176	272	83	1065	8	255	133	whole_screen	whole_screen	3,09636	2550	1275	333	2217	2	255	333	2667	2				
Recording112	Noodle	Noodle_trials19-21	grey_screen	3	grey_screen	whole_screen	4546	92773	3252	407	67	1140	8	186	116	whole_screen	whole_screen	3,12546	3943	1971	1428	2515	2	186	2515	3960	3				
Recording112	Noodle	Noodle_trials19-21	h11-dilating	1	h11-dilating	whole_screen	5429	101215	2893	263	67	1484	11	355	67	whole_screen		3,24345	4576	2288	67	4509	2	355	67	4643	4				
Recording112	Noodle	Noodle_trials19-21	Entire Recording	1	b06-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h11-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	106848	0	2008	251	83	685	8	73059	83	whole_screen		3,06718	2900	2900	2900	2900	1	73059	2900	2900	3				
Recording112	Noodle	Noodle_trials19-21	Entire Recording	1	b06-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h11-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	106848	0	7431	372	67	1140	20	49377	182	whole_screen		3,25676	9212	1316	182	2515	7	49377	182	9362	5	52187		959,46	
Recording112	Noodle	Noodle_trials19-21	Entire Recording	1	b06-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h11-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	106848	0	2893	263	67	1484	11	101571	67	whole_screen		3,24345	4576	2288	67	4509	2	101571	67	4643	4				
Recording112	Noodle	Noodle_trials19-21	Entire Recording	1	b06-dilating,Bunny_eating (online-video-cutter.com),d04-dilating,dog_puppy_barking,grey_screen,h11-dilating,Our pet pheasant (online-video-cutter.com)	whole_screen	106848	0	285	95	68	150	3	89721	68	whole_screen		3,77832	302	151	68	234	2	89721	234	335	1				
Recording111	Noodle	Noodle_trials40-42	grey_screen	1	grey_screen	whole_screen	5212	82689	944	189	67	509	5	732	83	whole_screen		3,34871	1277	426	67	1127	3	732	83	1311	1				
Recording111	Noodle	Noodle_trials40-42	grey_screen	2	grey_screen	whole_screen	4613	100922	1649	206	88	600	8	310	270	whole_screen		3,18125	2661	1331	630	2032	2	310	2032	2661	0		4365		96,75
Recording111	Noodle	Noodle_trials40-42	grey_screen	3	grey_screen	whole_screen	4529	121305	3119	312	66	942	10	0	942	whole_screen	whole_screen	3,33851	4198	2099	909	3289	2	0	3289	4198	2				
Recording111	Noodle	Noodle_trials40-42	h01-constr	1	h01-constr	whole_screen	5429	134793	1895	211	67	671	9	0	330	whole_screen	whole_screen	3,59374	3731	1866	331	3400	2	0	3400	3731	4				
Recording111	Noodle	Noodle_trials40-42	h14-dilating	1	h14-dilating	whole_screen	5628	95294	1919	480	67	1669	4	952	100	whole_screen		3,4019	2360	2360	2360	2360	1	952	2360	2360	1				
Recording111	Noodle	Noodle_trials40-42	h15-constr	1	h15-constr	whole_screen	5595	115710	2375	339	67	1017	7	17	233	whole_screen	whole_screen	3,37947	3074	1025	83	2757	3	17	233	3091	1		1018		141,64
Recording111	Noodle	Noodle_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h01-constr,h14-dilating,h15-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com)	whole_screen	140417	0	1895	211	67	671	9	134793	330	whole_screen		3,59374	3731	1866	331	3400	2	134793	3400	3731	4				
Recording111	Noodle	Noodle_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h01-constr,h14-dilating,h15-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com)	whole_screen	140417	0	5712	248	66	942	23	83420	83	whole_screen		3,29499	8137	1162	67	3289	7	83420	83	8170	3		105287		96,75
Recording111	Noodle	Noodle_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h01-constr,h14-dilating,h15-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com)	whole_screen	140417	0	2375	339	67	1017	7	115727	233	whole_screen		3,37947	3074	1025	83	2757	3	115727	233	3091	1		116727		141,64
Recording111	Noodle	Noodle_trials40-42	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h01-constr,h14-dilating,h15-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com)	whole_screen	140417	0	1919	480	67	1669	4	96246	100	whole_screen		3,4019	2360	2360	2360	2360	1	96246	2360	2360	1				
Recording207	Barney	Barney_trials55-60	b05-dilating	1	b05-dilating	whole_screen	5595	184386	4384	274	11	2132	16	0	115	whole_screen	whole_screen	4,01569	5595	5595	5595	5595	1	0	5595	5595	5				
Recording207	Barney	Barney_trials55-60	b08-constr	1	b08-constr	whole_screen	5662	215559	0				0						0				0			0	0				
Recording207	Barney	Barney_trials55-60	b11-dilating	1	b11-dilating	whole_screen	5595	197991	979	245	88	685	4	0	119	whole_screen		4,02156	4928	4928	4928	4928	1	0	4928	4928	0				
Recording207	Barney	Barney_trials55-60	d07-constr	1	d07-constr	whole_screen	5595	160590	4591	459	83	1200	10	0	1032	whole_screen	whole_screen	3,84257	5595	5595	5595	5595	1	0	5595	5595	1				
Recording207	Barney	Barney_trials55-60	grey_screen	1	grey_screen	whole_screen	4646	155045	2550	510	123	1592	5	112	151	whole_screen		3,87935	4437	4437	4437	4437	1	112	4437	4455	0				
Recording207	Barney	Barney_trials55-60	grey_screen	2	grey_screen	whole_screen	4596	166185	1545	386	127	1027	4	0	1027	whole_screen	whole_screen	3,99756	4596	4596	4596	4596	1	0	4596	4596	1				
Recording207	Barney	Barney_trials55-60	grey_screen	3	grey_screen	whole_screen	4579	177442	1737	193	67	383	9	14	210	whole_screen	whole_screen	4,25426	3771	1885	1254	2517	2	14	2517	3785	0				
Recording207	Barney	Barney_trials55-60	grey_screen	4	grey_screen	whole_screen	4579	189981	2346	213	83	500	11	0	322	whole_screen	whole_screen	3,89893	4163	2081	322	3841	2	0	322	4179	1				
Recording207	Barney	Barney_trials55-60	grey_screen	5	grey_screen	whole_screen	4613	203586	369	369	369	369	1	1053	369	whole_screen		4,33159	369	369	369	369	1	1053	369	369	0				
Recording207	Barney	Barney_trials55-60	grey_screen	6	grey_screen	whole_screen	4529	221221	0				0						0				0			0	0				
Recording207	Barney	Barney_trials55-60	h01-constr	1	h01-constr	whole_screen	5412	230063	3752	208	67	533	18	0	118	whole_screen		4,269	5321	5321	5321	5321	1	0	5321	5321	2				
Recording207	Barney	Barney_trials55-60	h13-constr	1	h13-constr	whole_screen	5612	171830	2477	310	8	1281	8	0	8	whole_screen		4,26465	5539	5539	5539	5539	1	0	5539	5539	2				
Recording207	Barney	Barney_trials55-60	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b05-dilating,b08-constr,b11-dilating,Corgi Snow Tunnel (online-video-cutter.com),d07-constr,dog_puppy_barking,grey_screen,h01-constr,h13-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	235685	0	4384	274	11	2132	16	184386	115	whole_screen		4,01569	5595	5595	5595	5595	1	184386	5595	5595	5				
Recording207	Barney	Barney_trials55-60	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b05-dilating,b08-constr,b11-dilating,Corgi Snow Tunnel (online-video-cutter.com),d07-constr,dog_puppy_barking,grey_screen,h01-constr,h13-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	235685	0	2477	310	8	1281	8	171830	8	whole_screen		4,26465	5539	5539	5539	5539	1	171830	5539	5539	2				
Recording207	Barney	Barney_trials55-60	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b05-dilating,b08-constr,b11-dilating,Corgi Snow Tunnel (online-video-cutter.com),d07-constr,dog_puppy_barking,grey_screen,h01-constr,h13-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	235685	0	3752	208	67	533	18	230063	118	whole_screen		4,269	5321	5321	5321	5321	1	230063	5321	5321	2				
Recording207	Barney	Barney_trials55-60	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b05-dilating,b08-constr,b11-dilating,Corgi Snow Tunnel (online-video-cutter.com),d07-constr,dog_puppy_barking,grey_screen,h01-constr,h13-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	235685	0	8547	285	67	1592	30	155157	151	whole_screen		4,00133	17335	2476	322	4596	7	155157	4437	17387	2				
Recording207	Barney	Barney_trials55-60	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b05-dilating,b08-constr,b11-dilating,Corgi Snow Tunnel (online-video-cutter.com),d07-constr,dog_puppy_barking,grey_screen,h01-constr,h13-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	235685	0	0				0			whole_screen			0				0			0	0				
Recording207	Barney	Barney_trials55-60	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b05-dilating,b08-constr,b11-dilating,Corgi Snow Tunnel (online-video-cutter.com),d07-constr,dog_puppy_barking,grey_screen,h01-constr,h13-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	235685	0	4591	459	83	1200	10	160590	1032	whole_screen		3,84257	5595	5595	5595	5595	1	160590	5595	5595	1				
Recording207	Barney	Barney_trials55-60	Entire Recording	1	ASMR Dog Mukbang Pitbull Eating Raw Foods,b05-dilating,b08-constr,b11-dilating,Corgi Snow Tunnel (online-video-cutter.com),d07-constr,dog_puppy_barking,grey_screen,h01-constr,h13-constr,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds,Squirrels Just Wanna Have Fun _ America's National Parks (online-video-cutter.com)	whole_screen	235685	0	979	245	88	685	4	197991	119	whole_screen		4,02156	4928	4928	4928	4928	1	197991	4928	4928	0				
Recording170	Noodle	Noodle_trials58-60	b00-dilating	1	b00-dilating	whole_screen	5595	49538	2733	304	69	1091	9	0	79	whole_screen		2,72084	3841	1921	252	3589	2	0	252	3841	0				
Recording170	Noodle	Noodle_trials58-60	b09-dilating	1	b09-dilating	whole_screen	5578	35500	1855	232	67	434	8	1222	150	whole_screen		3,00623	3136	3136	3136	3136	1	1222	3136	3136	2				
Recording170	Noodle	Noodle_trials58-60	d11-dilating	1	d11-dilating	whole_screen	5412	63442	1906	318	67	1224	6	682	91	whole_screen		2,7936	2924	1462	286	2638	2	682	286	2960	0				
Recording170	Noodle	Noodle_trials58-60	grey_screen	1	grey_screen	whole_screen	5112	23044	2814	156	48	317	18	41	133	whole_screen	whole_screen	2,63633	5071	5071	5071	5071	1	41	5071	5088	3				
Recording170	Noodle	Noodle_trials58-60	grey_screen	2	grey_screen	whole_screen	4613	41078	2269	227	12	690	10	300	690	whole_screen	whole_screen	2,82633	3597	1798	12	3585	2	300	3585	3597	3		3885		94,88
Recording170	Noodle	Noodle_trials58-60	grey_screen	3	grey_screen	whole_screen	4479	55133	1809	201	71	653	9	175	103	whole_screen		2,69515	4128	4128	4128	4128	1	175	4128	4145	1				
Recording170	Noodle	Noodle_trials58-60	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b00-dilating,b09-dilating,Corgi Snow Tunnel (online-video-cutter.com),d11-dilating,grey_screen,Male Duck “Quacking”	whole_screen	69057	0	2733	304	69	1091	9	49538	79	whole_screen		2,72084	3841	1921	252	3589	2	49538	252	3841	0				
Recording170	Noodle	Noodle_trials58-60	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b00-dilating,b09-dilating,Corgi Snow Tunnel (online-video-cutter.com),d11-dilating,grey_screen,Male Duck “Quacking”	whole_screen	69057	0	6892	186	12	690	37	23086	133	whole_screen		2,71405	12796	3199	12	5071	4	23086	5071	12830	7		44964		94,88
Recording170	Noodle	Noodle_trials58-60	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b00-dilating,b09-dilating,Corgi Snow Tunnel (online-video-cutter.com),d11-dilating,grey_screen,Male Duck “Quacking”	whole_screen	69057	0	1906	318	67	1224	6	64125	91	whole_screen		2,7936	2924	1462	286	2638	2	64125	286	2960	0				
Recording170	Noodle	Noodle_trials58-60	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b00-dilating,b09-dilating,Corgi Snow Tunnel (online-video-cutter.com),d11-dilating,grey_screen,Male Duck “Quacking”	whole_screen	69057	0	1855	232	67	434	8	36722	150	whole_screen		3,00623	3136	3136	3136	3136	1	36722	3136	3136	2				
Recording139	kaije	Kaije_trials61-63	b00-constr	1	b00-constr	whole_screen	5429	84963	5172	2586	1026	4146	2	0	1026	whole_screen		4,34772	5385	5385	5385	5385	1	0	5385	5385	0				
Recording139	kaije	Kaije_trials61-63	b14-dilating	1	b14-dilating	whole_screen	5612	52624	5612	5612	5612	5612	1	0	5612	whole_screen	whole_screen	4,30372	5612	5612	5612	5612	1	0	5612	5612	0				
Recording139	kaije	Kaije_trials61-63	d03-constr	1	d03-constr	whole_screen	5612	74089	415	208	106	310	2	684	310	whole_screen		4,92465	801	801	801	801	1	684	801	801	0				
Recording139	kaije	Kaije_trials61-63	grey_screen	1	grey_screen	whole_screen	4629	46963	3090	1545	1536	1554	2	0	1536	whole_screen	whole_screen	4,36667	3090	1545	1536	1554	2	0	1536	3090	0				
Recording139	kaije	Kaije_trials61-63	grey_screen	2	grey_screen	whole_screen	4663	58236	3883	3883	3883	3883	1	0	3883	whole_screen		4,2976	3883	3883	3883	3883	1	0	3883	3883	0				
Recording139	kaije	Kaije_trials61-63	grey_screen	3	grey_screen	whole_screen	4596	79701	1551	259	71	739	6	291	85	whole_screen		4,82299	4305	4305	4305	4305	1	291	4305	4339	1				
Recording139	kaije	Kaije_trials61-63	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b00-constr,b14-dilating,d03-constr,dog_fed,grey_screen	whole_screen	90608	0	415	208	106	310	2	74773	310	whole_screen		4,92465	801	801	801	801	1	74773	801	801	0				
Recording139	kaije	Kaije_trials61-63	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b00-constr,b14-dilating,d03-constr,dog_fed,grey_screen	whole_screen	90608	0	5612	5612	5612	5612	1	52624	5612	whole_screen		4,30372	5612	5612	5612	5612	1	52624	5612	5612	0				
Recording139	kaije	Kaije_trials61-63	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b00-constr,b14-dilating,d03-constr,dog_fed,grey_screen	whole_screen	90608	0	5172	2586	1026	4146	2	84963	1026	whole_screen		4,34772	5385	5385	5385	5385	1	84963	5385	5385	0				
Recording139	kaije	Kaije_trials61-63	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,A mole digging a hole cauught on camera (online-video-cutter.com),b00-constr,b14-dilating,d03-constr,dog_fed,grey_screen	whole_screen	90608	0	8524	947	71	3883	9	46963	1536	whole_screen		4,41441	11278	2819	1536	4305	4	46963	1536	11312	1		84296		61,62
Recording121	Pepe	Pepe_trials31-33 	b12-dilating	1	b12-dilating	whole_screen	5412	72409	68	68	68	68	1	1122	68	whole_screen		2,97781	68	68	68	68	1	1122	68	102	0				
Recording121	Pepe	Pepe_trials31-33 	d03-constr	1	d03-constr	whole_screen	5595	53259	0				0						0				0			0	0				
Recording121	Pepe	Pepe_trials31-33 	d08-dilating	1	d08-dilating	whole_screen	5629	41186	411	137	103	188	3	3373	120	whole_screen		3,01447	2150	2150	2150	2150	1	3373	2150	2201	0				
Recording121	Pepe	Pepe_trials31-33 	grey_screen	1	grey_screen	whole_screen	4596	30995	0				0						0				0			0	0				
Recording121	Pepe	Pepe_trials31-33 	grey_screen	2	grey_screen	whole_screen	4613	46815	2134	178	59	394	12	339	222	whole_screen	whole_screen	3,21493	4273	4273	4273	4273	1	339	4273	4290	2				
Recording121	Pepe	Pepe_trials31-33 	grey_screen	3	grey_screen	whole_screen	4513	58855	0				0						0				0			0	0				
Recording121	Pepe	Pepe_trials31-33 	Entire Recording	1	b12-dilating,d03-constr,d08-dilating,grey_screen,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),snow_cat	whole_screen	78053	0	0				0			whole_screen			0				0			0	0				
Recording121	Pepe	Pepe_trials31-33 	Entire Recording	1	b12-dilating,d03-constr,d08-dilating,grey_screen,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),snow_cat	whole_screen	78053	0	411	137	103	188	3	44560	120	whole_screen		3,01447	2150	2150	2150	2150	1	44560	2150	2201	0				
Recording121	Pepe	Pepe_trials31-33 	Entire Recording	1	b12-dilating,d03-constr,d08-dilating,grey_screen,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),snow_cat	whole_screen	78053	0	2134	178	59	394	12	47154	222	whole_screen		3,21493	4273	4273	4273	4273	1	47154	4273	4290	2				
Recording121	Pepe	Pepe_trials31-33 	Entire Recording	1	b12-dilating,d03-constr,d08-dilating,grey_screen,Kitten meowing to attract cats,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),snow_cat	whole_screen	78053	0	68	68	68	68	1	73531	68	whole_screen		2,97781	68	68	68	68	1	73531	68	102	0				
Recording168	Noodle	Noodle_trials73-75	b10-constr	1	b10-constr	whole_screen	5595	56812	2800	147	8	518	19	0	8	whole_screen		2,60494	5379	5379	5379	5379	1	0	5379	5379	5				
Recording168	Noodle	Noodle_trials73-75	b11-constr	1	b11-constr	whole_screen	5578	44756	2466	176	47	654	14	0	66	whole_screen	whole_screen	2,69848	5578	5578	5578	5578	1	0	5578	5578	4				
Recording168	Noodle	Noodle_trials73-75	d00-dilating	1	d00-dilating	whole_screen	5429	69101	2394	184	67	500	13	0	79	whole_screen		2,50887	4854	4854	4854	4854	1	0	4854	4854	2		4854		68,32
Recording168	Noodle	Noodle_trials73-75	grey_screen	1	grey_screen	whole_screen	5162	34814	2060	129	15	417	16	1034	89	whole_screen	whole_screen	2,67646	4128	4128	4128	4128	1	1034	4128	4128	2				
Recording168	Noodle	Noodle_trials73-75	grey_screen	2	grey_screen	whole_screen	4613	50334	2508	193	67	601	13	0	104	whole_screen	whole_screen	2,5219	4613	4613	4613	4613	1	0	4613	4613	2				
Recording168	Noodle	Noodle_trials73-75	grey_screen	3	grey_screen	whole_screen	4529	62407	1733	144	67	673	12	1	151	whole_screen	whole_screen	2,60245	4528	4528	4528	4528	1	1	4528	4529	4				
Recording168	Noodle	Noodle_trials73-75	Entire Recording	1	b10-constr,b11-constr,Corgi Snow Tunnel (online-video-cutter.com),d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	74740	0	2800	147	8	518	19	56812	8	whole_screen		2,60494	5379	5379	5379	5379	1	56812	5379	5379	5				
Recording168	Noodle	Noodle_trials73-75	Entire Recording	1	b10-constr,b11-constr,Corgi Snow Tunnel (online-video-cutter.com),d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	74740	0	2466	176	47	654	14	44756	66	whole_screen		2,69848	5578	5578	5578	5578	1	44756	5578	5596	4				
Recording168	Noodle	Noodle_trials73-75	Entire Recording	1	b10-constr,b11-constr,Corgi Snow Tunnel (online-video-cutter.com),d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	74740	0	2394	184	67	500	13	69101	79	whole_screen		2,50887	4854	4854	4854	4854	1	69101	4854	4854	2		73955		68,32
Recording168	Noodle	Noodle_trials73-75	Entire Recording	1	b10-constr,b11-constr,Corgi Snow Tunnel (online-video-cutter.com),d00-dilating,grey_screen,Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),Rabbit sounds	whole_screen	74740	0	6301	154	15	673	41	35848	89	whole_screen		2,59453	13269	4423	4128	4613	3	35848	4128	13286	8				
Recording179	kaije	Kaije_trials10-12	b13-constr	1	b13-constr	whole_screen	5612	71741	5279	1760	45	2733	3	0	45	whole_screen	whole_screen	3,71276	5612	5612	5612	5612	1	0	5612	5612	0				
Recording179	kaije	Kaije_trials10-12	d07-dilating	1	d07-dilating	whole_screen	5612	60618	5612	5612	5612	5612	1	0	5612	whole_screen	whole_screen	3,71125	5612	5612	5612	5612	1	0	5612	5612	0				
Recording179	kaije	Kaije_trials10-12	grey_screen	1	grey_screen	whole_screen	5129	49927	4979	996	133	3069	5	0	210	whole_screen	whole_screen	4,04599	5129	5129	5129	5129	1	0	5129	5129	2				
