Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording150	jazz	Jazz_trials25-27	grey_screen	3	grey_screen	whole_screen	4529	226305	872	17	17	18	51	77	17	whole_screen		2,4189	1043	261	17	561	4	77	364	1043	0				
Recording150	jazz	Jazz_trials25-27	h01-dilating	1	h01-dilating	whole_screen	5578	220727	588	17	16	18	35	622	18	whole_screen		3,16883	762	54	16	178	14	622	178	762	0				
Recording150	jazz	Jazz_trials25-27	h06-constr	1	h06-constr	whole_screen	5429	242291	36	18	18	18	2	5151	18	whole_screen		4,19875	36	18	18	18	2	5151	18	36	0				
Recording150	jazz	Jazz_trials25-27	Entire Recording	1	d09-dilating,grey_screen,h01-dilating,h06-constr,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	247919	0	532	17	1	18	32	199295	1	whole_screen		2,74153	1117	112	16	539	10	199295	258	1117	0				
Recording150	jazz	Jazz_trials25-27	Entire Recording	1	d09-dilating,grey_screen,h01-dilating,h06-constr,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	247919	0	36	18	18	18	2	247443	18	whole_screen		4,19875	36	18	18	18	2	247443	18	36	0				
Recording150	jazz	Jazz_trials25-27	Entire Recording	1	d09-dilating,grey_screen,h01-dilating,h06-constr,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	247919	0	588	17	16	18	35	221349	18	whole_screen		3,16883	762	54	16	178	14	221349	178	762	0				
Recording150	jazz	Jazz_trials25-27	Entire Recording	1	d09-dilating,grey_screen,h01-dilating,h06-constr,nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Our pet pheasant (online-video-cutter.com),wild baby bunnies (online-video-cutter.com)	whole_screen	247919	0	2084	17	16	18	123	174158	18	whole_screen		2,7193	3616	201	16	1332	18	174158	91	3616	0				
Recording87	kaije	Kaije_trials31-36	b01-dilating	1	b01-dilating	whole_screen	5628	503375	3835	17	4	18	230	1333	17	whole_screen	whole_screen	3,90191	4295	4295	4295	4295	1	1333	4295	4295	0				
Recording87	kaije	Kaije_trials31-36	b03-constr	1	b03-constr	whole_screen	5578	521060	5495	17	5	17	331	0	6	whole_screen	whole_screen	3,6227	5495	916	33	3139	6	0	189	5495	0				
Recording87	kaije	Kaije_trials31-36	b05-constr	1	b05-constr	whole_screen	5628	572682	0				0						0				0			0	0				
Recording87	kaije	Kaije_trials31-36	b09-constr	1	b09-constr	whole_screen	5462	593896	404	17	9	18	24	0	9	whole_screen		3,54072	404	202	18	386	2	0	386	404	0				
Recording87	kaije	Kaije_trials31-36	grey_screen	1	grey_screen	whole_screen	4579	483209	4148	18	7	18	234	0	7	whole_screen		3,37251	4447	1112	36	2168	4	0	2168	4447	0				
Recording87	kaije	Kaije_trials31-36	grey_screen	2	grey_screen	whole_screen	4629	509004	4629	17	13	17	278	0	13	whole_screen	whole_screen	3,51642	4629	4629	4629	4629	1	0	4629	4629	0				
Recording87	kaije	Kaije_trials31-36	grey_screen	3	grey_screen	whole_screen	4646	526638	4328	17	11	17	260	0	11	whole_screen		3,51584	4345	1086	400	1967	4	0	1111	4345	0				
Recording87	kaije	Kaije_trials31-36	grey_screen	4	grey_screen	whole_screen	4596	542108	1803	17	2	18	108	0	2	whole_screen	whole_screen	3,27351	3716	1858	1286	2430	2	0	1286	3716	0				
Recording87	kaije	Kaije_trials31-36	grey_screen	5	grey_screen	whole_screen	4629	563973	617	17	11	18	37	100	11	whole_screen		3,29857	984	82	11	284	12	100	11	984	0				
Recording87	kaije	Kaije_trials31-36	grey_screen	6	grey_screen	whole_screen	4579	578310	614	18	17	18	34	865	18	whole_screen		3,20659	681	43	18	118	16	865	91	681	0				
Recording87	kaije	Kaije_trials31-36	h13-constr	1	h13-constr	whole_screen	5612	536496	3969	17	14	18	238	718	17	whole_screen	whole_screen	3,31445	4353	484	17	1564	9	718	17	4353	0				
Recording87	kaije	Kaije_trials31-36	h15-constr	1	h15-constr	whole_screen	5645	558328	121	17	12	18	7	2800	12	whole_screen		2,7679	138	35	12	54	4	2800	12	138	0				
Recording87	kaije	Kaije_trials31-36	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b01-dilating,b03-constr,b05-constr,b09-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h13-constr,h15-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	599558	0	3835	17	4	18	230	504708	17	whole_screen		3,90191	4295	4295	4295	4295	1	504708	4295	4295	0				
Recording87	kaije	Kaije_trials31-36	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b01-dilating,b03-constr,b05-constr,b09-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h13-constr,h15-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	599558	0	5495	17	5	17	331	521060	6	whole_screen		3,6227	5495	916	33	3139	6	521060	189	5495	0				
Recording87	kaije	Kaije_trials31-36	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b01-dilating,b03-constr,b05-constr,b09-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h13-constr,h15-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	599558	0	3969	17	14	18	238	537214	17	whole_screen		3,31445	4353	484	17	1564	9	537214	17	4353	0				
Recording87	kaije	Kaije_trials31-36	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b01-dilating,b03-constr,b05-constr,b09-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h13-constr,h15-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	599558	0	404	17	9	18	24	593896	9	whole_screen		3,54072	404	202	18	386	2	593896	386	404	0				
Recording87	kaije	Kaije_trials31-36	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b01-dilating,b03-constr,b05-constr,b09-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h13-constr,h15-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	599558	0	0				0			whole_screen			0				0			0	0				
Recording87	kaije	Kaije_trials31-36	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b01-dilating,b03-constr,b05-constr,b09-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h13-constr,h15-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	599558	0	16139	17	2	18	951	483209	7	whole_screen		3,43395	18803	482	11	4629	39	483209	2168	18803	0				
Recording87	kaije	Kaije_trials31-36	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),ASMR Dog Mukbang Pitbull Eating Raw Foods,b01-dilating,b03-constr,b05-constr,b09-constr,Bunny_eating (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),grey_screen,h13-constr,h15-constr,Rabbit sounds,wild baby bunnies (online-video-cutter.com)	whole_screen	599558	0	121	17	12	18	7	561127	12	whole_screen		2,7679	138	35	12	54	4	561127	12	138	0				
Recording109	Noodle	Noodle_trials34-36 	b13-dilating	1	b13-dilating	whole_screen	5429	172444	2554	17	11	18	151	0	11	whole_screen		3,06277	2901	121	17	789	24	0	44	2901	0				
Recording109	Noodle	Noodle_trials34-36 	d01-dilating	1	d01-dilating	whole_screen	5595	159855	1599	16	1	18	97	0	1	whole_screen	whole_screen	3,12501	2095	81	17	514	26	0	323	2095	0				
Recording109	Noodle	Noodle_trials34-36 	grey_screen	1	grey_screen	whole_screen	5129	124553	3181	17	16	18	183	17	17	whole_screen		3,14462	3265	326	17	1957	10	17	17	3265	0				
Recording109	Noodle	Noodle_trials34-36 	grey_screen	2	grey_screen	whole_screen	4613	143669	1983	17	16	18	118	270	17	whole_screen		3,24488	1983	76	16	624	26	270	33	1983	0				
Recording109	Noodle	Noodle_trials34-36 	grey_screen	3	grey_screen	whole_screen	4513	165450	2257	17	12	18	134	0	13	whole_screen	whole_screen	3,2049	2327	101	17	659	23	0	659	2327	0				
Recording109	Noodle	Noodle_trials34-36 	h04-constr	1	h04-constr	whole_screen	5578	138091	2138	17	16	18	127	1	17	whole_screen		3,14159	2155	90	17	888	24	1	33	2155	0				
Recording109	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	178077	0	2138	17	16	18	127	138092	17	whole_screen		3,14159	2155	90	17	888	24	138092	33	2155	0				
Recording109	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	178077	0	2554	17	11	18	151	172444	11	whole_screen		3,06277	2901	121	17	789	24	172444	44	2901	0				
Recording109	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	178077	0	7422	17	12	18	435	124569	17	whole_screen		3,19038	7574	128	16	1957	59	124569	17	7574	0				
Recording109	Noodle	Noodle_trials34-36 	Entire Recording	1	b13-dilating,d01-dilating,grey_screen,h04-constr,Hares Play Hard To Get _ Animal All-Stars (online-video-cutter.com),snow_cat,wild baby bunnies (online-video-cutter.com)	whole_screen	178077	0	1599	16	1	18	97	159855	1	whole_screen		3,12501	2095	81	17	514	26	159855	323	2095	0				
Recording206	Barney	Barney_trials52-54	d05-constr	1	d05-constr	whole_screen	5761	123511	3574	17	12	18	210	207	17	whole_screen	whole_screen	3,82791	3659	915	285	2242	4	207	2242	3659	0				
Recording206	Barney	Barney_trials52-54	d11-dilating	1	d11-dilating	whole_screen	5395	136700	5395	17	5	17	318	0	5	whole_screen	whole_screen	3,65634	5395	5395	5395	5395	1	0	5395	5395	0				
Recording206	Barney	Barney_trials52-54	grey_screen	1	grey_screen	whole_screen	5179	79799	2615	17	7	17	157	0	7	whole_screen		3,38975	2632	263	17	2285	10	0	24	2632	0				
Recording206	Barney	Barney_trials52-54	grey_screen	2	grey_screen	whole_screen	4647	109123	1622	17	17	17	95	453	17	whole_screen		3,59096	1622	1622	1622	1622	1	453	1622	1622	0				
Recording206	Barney	Barney_trials52-54	grey_screen	3	grey_screen	whole_screen	4863	129273	3427	17	5	17	201	0	5	whole_screen	whole_screen	3,87999	3427	76	5	1642	45	0	5	3427	0				
Recording206	Barney	Barney_trials52-54	h13-dilating	1	h13-dilating	whole_screen	5594	103529	171	17	17	17	10	3859	17	whole_screen		3,92123	171	171	171	171	1	3859	171	171	0				
Recording206	Barney	Barney_trials52-54	Entire Recording	1	2023-11-06 19.39.29 3230250953272325548_3057206773,d05-constr,d11-dilating,grey_screen,h13-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	142314	0	171	17	17	17	10	107387	17	whole_screen		3,92123	171	171	171	171	1	107387	171	171	0				
Recording206	Barney	Barney_trials52-54	Entire Recording	1	2023-11-06 19.39.29 3230250953272325548_3057206773,d05-constr,d11-dilating,grey_screen,h13-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	142314	0	7664	17	5	17	453	79799	7	whole_screen		3,64953	7681	137	5	2285	56	79799	24	7681	0				
Recording206	Barney	Barney_trials52-54	Entire Recording	1	2023-11-06 19.39.29 3230250953272325548_3057206773,d05-constr,d11-dilating,grey_screen,h13-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	142314	0	5395	17	5	17	318	136700	5	whole_screen		3,65634	5395	5395	5395	5395	1	136700	5395	5395	0				
Recording206	Barney	Barney_trials52-54	Entire Recording	1	2023-11-06 19.39.29 3230250953272325548_3057206773,d05-constr,d11-dilating,grey_screen,h13-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com)	whole_screen	142314	0	3574	17	12	18	210	123718	17	whole_screen		3,82791	3659	915	285	2242	4	123718	2242	3659	0				
Recording202	Barney	Barney_trials46-48	b09-constr	1	b09-constr	whole_screen	5429	204637	3962	17	6	18	238	148	17	whole_screen	whole_screen	3,55048	4063	226	17	856	18	148	167	4063	0				
Recording202	Barney	Barney_trials46-48	b10-dilating	1	b10-dilating	whole_screen	5628	182989	4260	17	5	18	251	0	5	whole_screen	whole_screen	3,55971	5611	2805	192	5418	2	0	5418	5611	0				
Recording202	Barney	Barney_trials46-48	d06-dilating	1	d06-dilating	whole_screen	5612	164772	3360	17	17	18	196	467	18	whole_screen	whole_screen	3,71756	5144	5144	5144	5144	1	467	5144	5144	0				
Recording202	Barney	Barney_trials46-48	grey_screen	1	grey_screen	whole_screen	5112	144040	4755	17	3	18	285	0	3	whole_screen	whole_screen	3,29889	5112	5112	5112	5112	1	0	5112	5112	0				
Recording202	Barney	Barney_trials46-48	grey_screen	2	grey_screen	whole_screen	4596	170383	4039	17	1	18	243	0	1	whole_screen	whole_screen	3,75838	4596	4596	4596	4596	1	0	4596	4596	0				
Recording202	Barney	Barney_trials46-48	grey_screen	3	grey_screen	whole_screen	4546	188617	2786	17	1	18	161	0	1	whole_screen		3,68936	3889	3889	3889	3889	1	0	3889	3889	0				
Recording202	Barney	Barney_trials46-48	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b09-constr,b10-dilating,d06-dilating,grey_screen,snow_cat	whole_screen	210264	0	4260	17	5	18	251	182989	5	whole_screen		3,55971	5611	2805	192	5418	2	182989	5418	5611	0				
Recording202	Barney	Barney_trials46-48	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b09-constr,b10-dilating,d06-dilating,grey_screen,snow_cat	whole_screen	210264	0	3962	17	6	18	238	204785	17	whole_screen		3,55048	4063	226	17	856	18	204785	167	4063	0				
Recording202	Barney	Barney_trials46-48	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b09-constr,b10-dilating,d06-dilating,grey_screen,snow_cat	whole_screen	210264	0	11580	17	1	18	689	144040	3	whole_screen		3,55175	13598	4533	3889	5112	3	144040	5112	13598	0				
Recording202	Barney	Barney_trials46-48	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,ASMR Dog Mukbang Pitbull Eating Raw Foods,b09-constr,b10-dilating,d06-dilating,grey_screen,snow_cat	whole_screen	210264	0	3360	17	17	18	196	165239	18	whole_screen		3,71756	5144	5144	5144	5144	1	165239	5144	5144	0				
Recording136	Barney	Barney_trials37-42	b07-constr	1	b07-constr	whole_screen	5629	175996	4807	17	14	18	282	258	17	whole_screen	whole_screen	5,26928	5079	339	17	1821	15	258	1821	5079	0				
Recording136	Barney	Barney_trials37-42	b13-dilating	1	b13-dilating	whole_screen	5612	116298	3504	17	3	17	211	0	15	whole_screen	whole_screen	5,34705	4322	2161	666	3657	2	0	666	4322	0				
Recording136	Barney	Barney_trials37-42	d12-constr	1	d12-constr	whole_screen	5595	135149	3462	17	1	17	209	0	1	whole_screen	whole_screen	5,20586	3478	290	17	1516	12	0	268	3478	0				
Recording136	Barney	Barney_trials37-42	d13-constr	1	d13-constr	whole_screen	5412	194847	5202	17	2	17	313	0	2	whole_screen		5,65859	5202	867	17	4902	6	0	4902	5202	0				
Recording136	Barney	Barney_trials37-42	grey_screen	1	grey_screen	whole_screen	4629	108106	3159	17	9	18	188	0	16	whole_screen	whole_screen	5,25477	4629	4629	4629	4629	1	0	4629	4629	0				
Recording136	Barney	Barney_trials37-42	grey_screen	2	grey_screen	whole_screen	4613	121910	4177	17	11	17	251	0	13	whole_screen	whole_screen	5,23671	4345	724	17	1894	6	0	1600	4345	0				
Recording136	Barney	Barney_trials37-42	grey_screen	3	grey_screen	whole_screen	4613	140744	2989	17	5	17	180	0	5	whole_screen		5,43852	3439	382	17	2572	9	0	2572	3439	0				
Recording136	Barney	Barney_trials37-42	grey_screen	4	grey_screen	whole_screen	4829	154082	3968	17	0	17	236	0	0	whole_screen		5,41872	4085	314	17	3301	13	0	3301	4085	0				
Recording136	Barney	Barney_trials37-42	grey_screen	5	grey_screen	whole_screen	4613	167271	1313	17	14	17	79	716	17	whole_screen	whole_screen	5,30062	1330	44	17	317	30	716	17	1330	0				
Recording136	Barney	Barney_trials37-42	grey_screen	6	grey_screen	whole_screen	4596	181625	3075	17	3	17	185	0	3	whole_screen	whole_screen	5,27993	3775	199	17	1050	19	0	541	3775	0				
Recording136	Barney	Barney_trials37-42	h09-constr	1	h09-constr	whole_screen	5628	148454	4095	17	12	17	246	0	12	whole_screen	whole_screen	5,14001	4095	228	17	1566	18	0	362	4095	0				
Recording136	Barney	Barney_trials37-42	h10-dilating	1	h10-dilating	whole_screen	5612	161659	4828	17	17	17	285	50	17	whole_screen		5,37684	5411	5411	5411	5411	1	50	5411	5411	0				
Recording136	Barney	Barney_trials37-42	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b07-constr,b13-dilating,Corgi Snow Tunnel (online-video-cutter.com),d12-constr,d13-constr,grey_screen,h09-constr,h10-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Rabbit sounds	whole_screen	200495	0	4807	17	14	18	282	176254	17	whole_screen		5,26928	5079	339	17	1821	15	176254	1821	5079	0				
Recording136	Barney	Barney_trials37-42	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b07-constr,b13-dilating,Corgi Snow Tunnel (online-video-cutter.com),d12-constr,d13-constr,grey_screen,h09-constr,h10-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Rabbit sounds	whole_screen	200495	0	3504	17	3	17	211	116298	15	whole_screen		5,34705	4322	2161	666	3657	2	116298	666	4322	0				
Recording136	Barney	Barney_trials37-42	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b07-constr,b13-dilating,Corgi Snow Tunnel (online-video-cutter.com),d12-constr,d13-constr,grey_screen,h09-constr,h10-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Rabbit sounds	whole_screen	200495	0	4095	17	12	17	246	148454	12	whole_screen		5,14001	4095	228	17	1566	18	148454	362	4095	0				
Recording136	Barney	Barney_trials37-42	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b07-constr,b13-dilating,Corgi Snow Tunnel (online-video-cutter.com),d12-constr,d13-constr,grey_screen,h09-constr,h10-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Rabbit sounds	whole_screen	200495	0	18681	17	0	18	1119	108106	16	whole_screen		5,3221	21603	277	17	4629	78	108106	4629	21603	0				
Recording136	Barney	Barney_trials37-42	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b07-constr,b13-dilating,Corgi Snow Tunnel (online-video-cutter.com),d12-constr,d13-constr,grey_screen,h09-constr,h10-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Rabbit sounds	whole_screen	200495	0	5202	17	2	17	313	194847	2	whole_screen		5,65859	5202	867	17	4902	6	194847	4902	5202	0				
Recording136	Barney	Barney_trials37-42	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b07-constr,b13-dilating,Corgi Snow Tunnel (online-video-cutter.com),d12-constr,d13-constr,grey_screen,h09-constr,h10-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Rabbit sounds	whole_screen	200495	0	4828	17	17	17	285	161709	17	whole_screen		5,37684	5411	5411	5411	5411	1	161709	5411	5411	0				
Recording136	Barney	Barney_trials37-42	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),b07-constr,b13-dilating,Corgi Snow Tunnel (online-video-cutter.com),d12-constr,d13-constr,grey_screen,h09-constr,h10-dilating,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Mouse Sounds - Mice Squeaking Sounds (online-video-cutter.com),nel pollaio con oche anatre germane , anatre mute galli galline tacchini e faraone (online-video-cutter.com),Rabbit sounds	whole_screen	200495	0	3462	17	1	17	209	135149	1	whole_screen		5,20586	3478	290	17	1516	12	135149	268	3478	0				
Recording65	jazz	Jazz_trials7-9	b07-constr	1	b07-constr	whole_screen	5445	181773	260	17	10	18	15	2475	18	whole_screen		2,98625	900	450	18	882	2	2475	18	900	0				
Recording65	jazz	Jazz_trials7-9	d00-constr	1	d00-constr	whole_screen	5595	150533	733	16	10	19	47	0	11	whole_screen		2,8039	4186	1395	543	2351	3	0	543	4186	0				
Recording65	jazz	Jazz_trials7-9	grey_screen	1	grey_screen	whole_screen	5329	120243	2436	17	17	18	146	164	17	whole_screen		2,63922	2469	65	17	167	38	164	50	2469	0				
Recording65	jazz	Jazz_trials7-9	grey_screen	2	grey_screen	whole_screen	4596	132699	387	18	10	19	22	530	18	whole_screen		2,98011	3067	3067	3067	3067	1	530	3067	3067	0				
Recording65	jazz	Jazz_trials7-9	grey_screen	3	grey_screen	whole_screen	4563	156128	182	10	10	11	18	230	10	whole_screen		2,80781	3530	3530	3530	3530	1	230	3530	3530	0				
Recording65	jazz	Jazz_trials7-9	h13-constr	1	h13-constr	whole_screen	5578	127120	634	17	6	19	38	0	6	whole_screen		2,74983	1345	336	11	1242	4	0	1242	1345	0				
Recording65	jazz	Jazz_trials7-9	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b07-constr,d00-constr,grey_screen,h13-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	187421	0	634	17	6	19	38	127120	6	whole_screen		2,74983	1345	336	11	1242	4	127120	1242	1345	0				
Recording65	jazz	Jazz_trials7-9	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b07-constr,d00-constr,grey_screen,h13-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	187421	0	260	17	10	18	15	184247	18	whole_screen		2,98625	900	450	18	882	2	184247	18	900	0				
Recording65	jazz	Jazz_trials7-9	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b07-constr,d00-constr,grey_screen,h13-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	187421	0	733	16	10	19	47	150533	11	whole_screen		2,8039	4186	1395	543	2351	3	150533	543	4186	0				
Recording65	jazz	Jazz_trials7-9	Entire Recording	1	2023-09-23 07.14.52 3197954336300737299_3057206773,b07-constr,d00-constr,grey_screen,h13-constr,Happy guinea pigs wheeking and squeaking! (online-video-cutter.com),Our pet pheasant (online-video-cutter.com)	whole_screen	187421	0	3005	16	10	19	186	120407	17	whole_screen		2,69585	9066	227	17	3530	40	120407	50	9066	0				
Recording147	kaije	Kaije_trials-91-93	d06-constr	1	d06-constr	whole_screen	5429	75005	5051	18	8	19	282	0	8	whole_screen	whole_screen	3,81778	5139	2569	18	5121	2	0	5121	5139	0				
Recording147	kaije	Kaije_trials-91-93	d08-dilating	1	d08-dilating	whole_screen	5578	63731	1859	18	17	18	105	142	18	whole_screen		3,872	1912	273	18	1257	7	142	18	1912	0				
Recording147	kaije	Kaije_trials-91-93	grey_screen	1	grey_screen	whole_screen	5096	46596	4552	18	10	19	254	0	13	whole_screen		4,03872	5082	5082	5082	5082	1	0	5082	5082	0				
Recording147	kaije	Kaije_trials-91-93	grey_screen	2	grey_screen	whole_screen	4580	58186	4546	17	5	18	273	0	5	whole_screen	whole_screen	4,53372	4580	4580	4580	4580	1	0	4580	4580	0				
Recording147	kaije	Kaije_trials-91-93	grey_screen	3	grey_screen	whole_screen	4546	69310	2565	17	10	18	152	1305	18	whole_screen	whole_screen	3,99433	3241	3241	3241	3241	1	1305	3241	3241	0				
Recording147	kaije	Kaije_trials-91-93	h04-dilating	1	h04-dilating	whole_screen	5612	52574	4820	18	10	19	271	0	14	whole_screen	whole_screen	3,98621	5593	2797	2725	2868	2	0	2868	5593	0				
Recording147	kaije	Kaije_trials-91-93	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d06-constr,d08-dilating,grey_screen,h04-dilating,Kitten meowing to attract cats	whole_screen	80653	0	1859	18	17	18	105	63873	18	whole_screen		3,872	1912	273	18	1257	7	63873	18	1912	0				
Recording147	kaije	Kaije_trials-91-93	Entire Recording	1	A mole digging a hole cauught on camera (online-video-cutter.com),Corgi Snow Tunnel (online-video-cutter.com),d06-constr,d08-dilating,grey_screen,h04-dilating,Kitten meowing to attract cats	whole_screen	80653	0	5051	18	8	19	282	75005	8	whole_screen		3,81778	5139	2569	18	5121	2	75005	5121	5139	0				
